Date,mercury,nitrite,COD,ID
1/21/2004,NA,NA,3.85,6
1/22/2004,2.44,0.672,NA,6
1/23/2004,NA,NA,NA,6
1/24/2004,NA,NA,1.79,6
1/25/2004,NA,NA,NA,6
1/26/2004,NA,NA,NA,6
1/27/2004,NA,NA,1.63,6
1/28/2004,2.05,1.35,NA,6
1/29/2004,NA,NA,NA,6
1/30/2004,NA,NA,1.18,6
1/31/2004,NA,NA,NA,6
2/1/2004,NA,NA,NA,6
2/2/2004,NA,NA,0.655,6
2/3/2004,2.28,0.561,NA,6
2/4/2004,NA,NA,NA,6
2/5/2004,NA,NA,0.764,6
2/6/2004,NA,NA,NA,6
2/7/2004,NA,NA,NA,6
2/8/2004,NA,NA,2.81,6
2/9/2004,4.13,0.8,NA,6
2/10/2004,NA,NA,NA,6
2/11/2004,NA,NA,NA,6
2/12/2004,NA,NA,NA,6
2/13/2004,NA,NA,NA,6
2/14/2004,NA,NA,NA,6
2/15/2004,3.79,0.134,NA,6
2/16/2004,NA,NA,2.3,6
2/17/2004,NA,NA,NA,6
2/18/2004,NA,NA,NA,6
2/19/2004,NA,NA,NA,6
2/20/2004,NA,NA,NA,6
2/21/2004,3.29,0.598,NA,6
2/22/2004,NA,NA,2.19,6
2/23/2004,NA,NA,NA,6
2/24/2004,NA,NA,NA,6
2/25/2004,NA,NA,NA,6
2/26/2004,NA,NA,NA,6
2/27/2004,4.99,0.173,NA,6
2/28/2004,NA,NA,1.2,6
2/29/2004,NA,NA,NA,6
3/1/2004,NA,NA,NA,6
3/2/2004,NA,NA,2.23,6
3/3/2004,NA,NA,NA,6
3/4/2004,1.88,0.697,NA,6
3/5/2004,NA,NA,4.15,6
3/6/2004,NA,NA,NA,6
3/7/2004,NA,NA,NA,6
3/8/2004,NA,NA,3,6
3/9/2004,NA,NA,NA,6
3/10/2004,4.41,0.547,NA,6
3/11/2004,NA,NA,4.04,6
3/12/2004,NA,NA,NA,6
3/13/2004,NA,NA,NA,6
3/14/2004,NA,NA,4.79,6
3/15/2004,NA,NA,NA,6
3/16/2004,4.13,0.494,NA,6
3/17/2004,NA,NA,2.05,6
3/18/2004,NA,NA,NA,6
3/19/2004,NA,NA,NA,6
3/20/2004,NA,NA,7.93,6
3/21/2004,NA,NA,NA,6
3/22/2004,2.73,0.221,NA,6
3/23/2004,NA,NA,7.74,6
3/24/2004,NA,NA,NA,6
3/25/2004,NA,NA,NA,6
3/26/2004,NA,NA,2.63,6
3/27/2004,NA,NA,NA,6
3/28/2004,2.06,0.642,NA,6
3/29/2004,NA,NA,3.8,6
3/30/2004,NA,NA,NA,6
3/31/2004,NA,NA,NA,6
4/1/2004,NA,NA,3.52,6
4/2/2004,NA,NA,NA,6
4/3/2004,3.49,0.431,NA,6
4/4/2004,NA,NA,3.7,6
4/5/2004,NA,NA,NA,6
4/6/2004,NA,NA,NA,6
4/7/2004,NA,NA,3.9,6
4/8/2004,3.79,0.42,NA,6
4/9/2004,NA,NA,NA,6
4/10/2004,NA,NA,2.72,6
4/11/2004,NA,NA,NA,6
4/12/2004,NA,NA,NA,6
4/13/2004,NA,NA,5.95,6
4/14/2004,NA,NA,NA,6
4/15/2004,3.28,0.372,NA,6
4/16/2004,NA,NA,2.11,6
4/17/2004,NA,NA,NA,6
4/18/2004,NA,NA,NA,6
4/19/2004,NA,NA,6.4,6
4/20/2004,NA,NA,NA,6
4/21/2004,2.74,0.588,NA,6
4/22/2004,NA,NA,2.67,6
4/23/2004,NA,NA,NA,6
4/24/2004,NA,NA,NA,6
4/25/2004,NA,NA,NA,6
4/26/2004,NA,NA,NA,6
4/27/2004,NA,NA,2.68,6
4/28/2004,NA,NA,NA,6
4/29/2004,NA,NA,NA,6
4/30/2004,NA,NA,1.14,6
5/1/2004,NA,NA,NA,6
5/2/2004,NA,NA,NA,6
5/3/2004,NA,NA,2.66,6
5/4/2004,NA,NA,NA,6
5/5/2004,NA,NA,NA,6
5/6/2004,NA,NA,11.2,6
5/7/2004,NA,NA,NA,6
5/8/2004,NA,NA,NA,6
5/9/2004,7.15,0.468,3.07,6
5/10/2004,NA,NA,NA,6
5/11/2004,NA,NA,NA,6
5/12/2004,NA,NA,8.2,6
5/13/2004,NA,NA,NA,6
5/14/2004,NA,NA,NA,6
5/15/2004,3.65,0.74,8.96,6
5/16/2004,NA,NA,NA,6
5/17/2004,NA,NA,NA,6
5/18/2004,NA,NA,2.53,6
5/19/2004,NA,NA,NA,6
5/20/2004,NA,NA,NA,6
5/21/2004,4.63,0.588,2.22,6
5/22/2004,NA,NA,NA,6
5/23/2004,NA,NA,NA,6
5/24/2004,NA,NA,1.51,6
5/25/2004,NA,NA,NA,6
5/26/2004,NA,NA,NA,6
5/27/2004,4.92,0.485,2.8,6
5/28/2004,NA,NA,NA,6
5/29/2004,NA,NA,NA,6
5/30/2004,NA,NA,1.49,6
5/31/2004,NA,NA,NA,6
6/1/2004,NA,NA,NA,6
6/2/2004,1.15,0.759,4.84,6
6/3/2004,NA,NA,NA,6
6/4/2004,NA,NA,NA,6
6/5/2004,NA,NA,3.23,6
6/6/2004,NA,NA,NA,6
6/7/2004,NA,NA,NA,6
6/8/2004,2.89,0.576,3.19,6
6/9/2004,NA,NA,NA,6
6/10/2004,NA,NA,NA,6
6/11/2004,NA,NA,0.735,6
6/12/2004,NA,NA,NA,6
6/13/2004,NA,NA,NA,6
6/14/2004,0.789,0.182,1.57,6
6/15/2004,NA,NA,NA,6
6/16/2004,NA,NA,NA,6
6/17/2004,NA,NA,1.37,6
6/18/2004,NA,NA,NA,6
6/19/2004,NA,NA,NA,6
6/20/2004,5.85,0.195,3.85,6
6/21/2004,NA,NA,NA,6
6/22/2004,NA,NA,NA,6
6/23/2004,NA,NA,1.79,6
6/24/2004,NA,NA,NA,6
6/25/2004,NA,NA,NA,6
6/26/2004,NA,NA,1.63,6
6/27/2004,NA,NA,NA,6
6/28/2004,NA,NA,NA,6
6/29/2004,NA,NA,1.18,6
6/30/2004,NA,NA,NA,6
7/1/2004,NA,NA,NA,6
7/2/2004,NA,NA,0.655,6
7/3/2004,NA,NA,NA,6
7/4/2004,NA,NA,NA,6
7/5/2004,NA,NA,0.764,6
7/6/2004,NA,NA,NA,6
7/7/2004,NA,NA,NA,6
7/8/2004,2.04,0.41,2.81,6
7/9/2004,NA,NA,NA,6
7/10/2004,NA,NA,NA,6
7/11/2004,NA,NA,NA,6
7/12/2004,NA,NA,NA,6
7/13/2004,NA,NA,NA,6
7/14/2004,3.15,0.448,NA,6
7/15/2004,NA,NA,NA,6
7/16/2004,NA,NA,2.3,6
7/17/2004,NA,NA,NA,6
7/18/2004,NA,NA,NA,6
7/19/2004,NA,NA,NA,6
7/20/2004,10.2,0.253,NA,6
7/21/2004,NA,NA,NA,6
7/22/2004,NA,NA,2.19,6
7/23/2004,NA,NA,NA,6
7/24/2004,NA,NA,NA,6
7/25/2004,NA,NA,NA,6
7/26/2004,4.63,0.345,NA,6
7/27/2004,NA,NA,NA,6
7/28/2004,NA,NA,1.2,6
7/29/2004,NA,NA,NA,6
7/30/2004,NA,NA,NA,6
7/31/2004,NA,NA,2.23,6
8/1/2004,3.98,0.175,NA,6
8/2/2004,NA,NA,NA,6
8/3/2004,NA,NA,4.15,6
8/4/2004,NA,NA,NA,6
8/5/2004,NA,NA,NA,6
8/6/2004,NA,NA,3,6
8/7/2004,7.03,0.156,NA,6
8/8/2004,NA,NA,NA,6
8/9/2004,NA,NA,4.04,6
8/10/2004,NA,NA,NA,6
8/11/2004,NA,NA,NA,6
8/12/2004,NA,NA,4.79,6
8/13/2004,5.08,0.159,NA,6
8/14/2004,NA,NA,NA,6
8/15/2004,NA,NA,2.05,6
8/16/2004,NA,NA,NA,6
8/17/2004,NA,NA,NA,6
8/18/2004,NA,NA,7.93,6
8/19/2004,9.36,0.267,NA,6
8/20/2004,NA,NA,NA,6
8/21/2004,NA,NA,7.74,6
8/22/2004,NA,NA,NA,6
8/23/2004,NA,NA,NA,6
8/24/2004,NA,NA,2.63,6
8/25/2004,4.09,0.405,NA,6
8/26/2004,NA,NA,NA,6
8/27/2004,NA,NA,3.8,6
8/28/2004,NA,NA,NA,6
8/29/2004,NA,NA,NA,6
8/30/2004,NA,NA,3.52,6
8/31/2004,5.07,0.207,NA,6
9/1/2004,NA,NA,NA,6
9/2/2004,NA,NA,3.7,6
9/3/2004,NA,NA,NA,6
9/4/2004,NA,NA,NA,6
9/5/2004,NA,NA,3.9,6
9/6/2004,4.07,0.265,NA,6
9/7/2004,NA,NA,NA,6
9/8/2004,NA,NA,2.72,6
9/9/2004,NA,NA,NA,6
9/10/2004,NA,NA,NA,6
9/11/2004,NA,NA,5.95,6
9/12/2004,2.12,0.194,NA,6
9/13/2004,NA,NA,NA,6
9/14/2004,NA,NA,2.11,6
9/15/2004,NA,NA,NA,6
9/16/2004,NA,NA,NA,6
9/17/2004,NA,NA,6.4,6
9/18/2004,5.09,0.176,NA,6
9/19/2004,NA,NA,NA,6
9/20/2004,NA,NA,2.67,6
9/21/2004,NA,NA,NA,6
9/22/2004,NA,NA,NA,6
9/23/2004,NA,NA,NA,6
9/24/2004,5.4,0.256,NA,6
9/25/2004,NA,NA,2.68,6
9/26/2004,NA,NA,NA,6
9/27/2004,NA,NA,NA,6
9/28/2004,NA,NA,1.14,6
9/29/2004,NA,NA,NA,6
9/30/2004,12.8,0.241,NA,6
10/1/2004,NA,NA,2.66,6
10/2/2004,NA,NA,NA,6
10/3/2004,NA,NA,NA,6
10/4/2004,NA,NA,11.2,6
10/5/2004,NA,NA,NA,6
10/6/2004,8.35,0.393,NA,6
10/7/2004,NA,NA,3.07,6
10/8/2004,NA,NA,NA,6
10/9/2004,NA,NA,NA,6
10/10/2004,NA,NA,8.2,6
10/11/2004,NA,NA,NA,6
10/12/2004,2.61,0.248,NA,6
10/13/2004,NA,NA,8.96,6
10/14/2004,NA,NA,NA,6
10/15/2004,NA,NA,NA,6
10/16/2004,NA,NA,2.53,6
10/17/2004,NA,NA,NA,6
10/18/2004,1.94,0.185,NA,6
10/19/2004,NA,NA,2.22,6
10/20/2004,NA,NA,NA,6
10/21/2004,NA,NA,NA,6
10/22/2004,NA,NA,1.51,6
10/23/2004,NA,NA,NA,6
10/24/2004,5.66,0.3,NA,6
10/25/2004,NA,NA,2.8,6
10/26/2004,NA,NA,NA,6
10/27/2004,NA,NA,NA,6
10/28/2004,NA,NA,1.49,6
10/29/2004,NA,NA,NA,6
10/30/2004,8.83,0.501,NA,6
10/31/2004,NA,NA,4.84,6
11/1/2004,NA,NA,NA,6
11/2/2004,NA,NA,NA,6
11/3/2004,NA,NA,3.23,6
11/4/2004,NA,NA,NA,6
11/5/2004,1.93,0.201,NA,6
11/6/2004,NA,NA,3.19,6
11/7/2004,NA,NA,NA,6
11/8/2004,NA,NA,NA,6
11/9/2004,NA,NA,0.735,6
11/10/2004,NA,NA,NA,6
11/11/2004,2.17,0.351,NA,6
11/12/2004,NA,NA,1.57,6
11/13/2004,NA,NA,NA,6
11/14/2004,NA,NA,NA,6
11/15/2004,NA,NA,1.37,6
11/16/2004,NA,NA,NA,6
11/17/2004,2.05,0.319,NA,6
11/18/2004,NA,NA,3.85,6
11/19/2004,NA,NA,NA,6
11/20/2004,NA,NA,NA,6
11/21/2004,NA,NA,1.79,6
11/22/2004,NA,NA,NA,6
11/23/2004,1.68,0.365,NA,6
11/24/2004,NA,NA,1.63,6
11/25/2004,NA,NA,NA,6
11/26/2004,NA,NA,NA,6
11/27/2004,NA,NA,1.18,6
11/28/2004,NA,NA,NA,6
11/29/2004,2.14,0.406,NA,6
11/30/2004,NA,NA,0.655,6
12/1/2004,NA,NA,NA,6
12/2/2004,NA,NA,NA,6
12/3/2004,NA,NA,0.764,6
12/4/2004,NA,NA,NA,6
12/5/2004,NA,NA,NA,6
12/6/2004,NA,NA,2.81,6
12/7/2004,NA,NA,NA,6
12/8/2004,NA,NA,NA,6
12/9/2004,NA,NA,NA,6
12/10/2004,NA,NA,NA,6
12/11/2004,NA,0.448,NA,6
12/12/2004,NA,NA,NA,6
12/13/2004,NA,NA,NA,6
12/14/2004,NA,NA,2.3,6
12/15/2004,NA,NA,NA,6
12/16/2004,NA,NA,NA,6
12/17/2004,1.81,0.699,NA,6
12/18/2004,NA,NA,NA,6
12/19/2004,NA,NA,NA,6
12/20/2004,NA,NA,2.19,6
12/21/2004,NA,NA,NA,6
12/22/2004,NA,NA,NA,6
12/23/2004,1.94,0.359,NA,6
12/24/2004,NA,NA,NA,6
12/25/2004,NA,NA,NA,6
12/26/2004,NA,NA,1.2,6
12/27/2004,NA,NA,NA,6
12/28/2004,NA,NA,NA,6
12/29/2004,3.32,0.927,2.23,6
12/30/2004,NA,NA,NA,6
12/31/2004,NA,NA,NA,6
1/1/2005,NA,NA,4.15,6
1/2/2005,NA,NA,NA,6
1/3/2005,NA,NA,NA,6
1/4/2005,3.17,0.72,3,6
1/5/2005,NA,NA,NA,6
1/6/2005,NA,NA,NA,6
1/7/2005,NA,NA,4.04,6
1/8/2005,NA,NA,NA,6
1/9/2005,NA,NA,NA,6
1/10/2005,6.42,1.31,4.79,6
1/11/2005,NA,NA,NA,6
1/12/2005,NA,NA,NA,6
1/13/2005,NA,NA,2.05,6
1/14/2005,NA,NA,NA,6
1/15/2005,NA,NA,NA,6
1/16/2005,2.62,0.676,7.93,6
1/17/2005,NA,NA,NA,6
1/18/2005,NA,NA,NA,6
1/19/2005,NA,NA,7.74,6
1/20/2005,NA,NA,NA,6
1/21/2005,NA,NA,NA,6
1/22/2005,4.85,0.949,2.63,6
1/23/2005,NA,NA,NA,6
1/24/2005,NA,NA,NA,6
1/25/2005,NA,NA,3.8,6
1/26/2005,NA,NA,NA,6
1/27/2005,NA,NA,NA,6
1/28/2005,5.23,1.48,3.52,6
1/29/2005,NA,NA,NA,6
1/30/2005,NA,NA,NA,6
1/31/2005,NA,NA,3.7,6
2/1/2005,NA,NA,NA,6
2/2/2005,NA,NA,NA,6
2/3/2005,2.21,0.149,3.9,6
2/4/2005,NA,NA,NA,6
2/5/2005,NA,NA,NA,6
2/6/2005,NA,NA,2.72,6
2/7/2005,NA,NA,NA,6
2/8/2005,NA,NA,NA,6
2/9/2005,2.04,0.631,5.95,6
2/10/2005,NA,NA,NA,6
2/11/2005,NA,NA,NA,6
2/12/2005,NA,NA,2.11,6
2/13/2005,NA,NA,NA,6
2/14/2005,NA,NA,NA,6
2/15/2005,2.51,0.646,6.4,6
2/16/2005,NA,NA,NA,6
2/17/2005,NA,NA,NA,6
2/18/2005,NA,NA,2.67,6
2/19/2005,NA,NA,NA,6
2/20/2005,NA,NA,NA,6
2/21/2005,5.33,1.13,NA,6
2/22/2005,NA,NA,NA,6
2/23/2005,NA,NA,2.68,6
2/24/2005,NA,NA,NA,6
2/25/2005,NA,NA,NA,6
2/26/2005,NA,NA,1.14,6
2/27/2005,3.32,0.349,NA,6
2/28/2005,NA,NA,NA,6
3/1/2005,NA,NA,2.66,6
3/2/2005,NA,NA,NA,6
3/3/2005,NA,NA,NA,6
3/4/2005,NA,NA,11.2,6
3/5/2005,3.9,0.774,NA,6
3/6/2005,NA,NA,NA,6
3/7/2005,NA,NA,3.07,6
3/8/2005,NA,NA,NA,6
3/9/2005,NA,NA,NA,6
3/10/2005,NA,NA,8.2,6
3/11/2005,NA,NA,NA,6
3/12/2005,NA,NA,NA,6
3/13/2005,NA,NA,8.96,6
3/14/2005,NA,NA,NA,6
3/15/2005,NA,NA,NA,6
3/16/2005,NA,NA,2.53,6
3/17/2005,4.59,0.141,NA,6
3/18/2005,NA,NA,NA,6
3/19/2005,NA,NA,2.22,6
3/20/2005,NA,NA,NA,6
3/21/2005,NA,NA,NA,6
3/22/2005,NA,NA,1.51,6
3/23/2005,2.64,0.372,NA,6
3/24/2005,NA,NA,NA,6
3/25/2005,NA,NA,2.8,6
3/26/2005,NA,NA,NA,6
3/27/2005,NA,NA,NA,6
3/28/2005,NA,NA,1.49,6
3/29/2005,3.56,0.621,NA,6
3/30/2005,NA,NA,NA,6
3/31/2005,NA,NA,4.84,6
4/1/2005,NA,NA,NA,6
4/2/2005,NA,NA,NA,6
4/3/2005,NA,NA,3.23,6
4/4/2005,2.02,0.296,NA,6
4/5/2005,NA,NA,NA,6
4/6/2005,NA,NA,3.19,6
4/7/2005,NA,NA,NA,6
4/8/2005,NA,NA,NA,6
4/9/2005,NA,NA,,6
4/10/2005,7.81,0.834,0.811,6
4/11/2005,NA,NA,NA,6
4/12/2005,NA,NA,NA,6
4/13/2005,NA,NA,3.9,6
4/14/2005,NA,NA,NA,6
4/15/2005,NA,NA,NA,6
4/16/2005,4.14,0.49,0.901,6
4/17/2005,NA,NA,NA,6
4/18/2005,NA,NA,NA,6
4/19/2005,NA,NA,2.02,6
4/20/2005,NA,NA,NA,6
4/21/2005,NA,NA,NA,6
4/22/2005,3.99,0.55,0.862,6
4/23/2005,NA,NA,NA,6
4/24/2005,NA,NA,NA,6
4/25/2005,NA,NA,0.827,6
4/26/2005,NA,NA,NA,6
4/27/2005,NA,NA,NA,6
4/28/2005,2.69,0.413,0.758,6
4/29/2005,NA,NA,NA,6
4/30/2005,NA,NA,NA,6
5/1/2005,NA,NA,0.735,6
5/2/2005,NA,NA,NA,6
5/3/2005,NA,NA,NA,6
5/4/2005,3.74,0.275,0.454,6
5/5/2005,NA,NA,NA,6
5/6/2005,NA,NA,NA,6
5/7/2005,NA,NA,0.394,6
5/8/2005,NA,NA,NA,6
5/9/2005,NA,NA,NA,6
5/10/2005,6.3,0.616,0.813,6
5/11/2005,NA,NA,NA,6
5/12/2005,NA,NA,NA,6
5/13/2005,NA,NA,0.916,6
5/14/2005,NA,NA,NA,6
5/15/2005,NA,NA,NA,6
5/16/2005,5.24,0.207,0.772,6
5/17/2005,NA,NA,NA,6
5/18/2005,NA,NA,NA,6
5/19/2005,NA,NA,0.619,6
5/20/2005,NA,NA,NA,6
5/21/2005,NA,NA,NA,6
5/22/2005,8.17,0.326,0.794,6
5/23/2005,NA,NA,NA,6
5/24/2005,NA,NA,NA,6
5/25/2005,NA,NA,0.413,6
5/26/2005,NA,NA,NA,6
5/27/2005,NA,NA,NA,6
5/28/2005,8.69,0.313,0.706,6
5/29/2005,NA,NA,NA,6
5/30/2005,NA,NA,NA,6
5/31/2005,NA,NA,1.24,6
6/1/2005,NA,NA,NA,6
6/2/2005,NA,NA,NA,6
6/3/2005,3.16,0.437,1,6
6/4/2005,NA,NA,NA,6
6/5/2005,NA,NA,NA,6
6/6/2005,NA,NA,0.224,6
6/7/2005,NA,NA,NA,6
6/8/2005,NA,NA,NA,6
6/9/2005,3.47,0.369,0.386,6
6/10/2005,NA,NA,NA,6
6/11/2005,NA,NA,NA,6
6/12/2005,NA,NA,NA,6
6/13/2005,NA,NA,NA,6
6/14/2005,NA,NA,NA,6
6/15/2005,3.35,0.295,0.42,6
6/16/2005,NA,NA,NA,6
6/17/2005,NA,NA,NA,6
6/18/2005,NA,NA,0.887,6
6/19/2005,NA,NA,NA,6
6/20/2005,NA,NA,NA,6
6/21/2005,6.42,0.364,0.613,6
6/22/2005,NA,NA,NA,6
6/23/2005,NA,NA,NA,6
6/24/2005,NA,NA,0.841,6
6/25/2005,NA,NA,NA,6
6/26/2005,NA,NA,NA,6
6/27/2005,5.4,0.193,0.786,6
6/28/2005,NA,NA,NA,6
6/29/2005,NA,NA,NA,6
6/30/2005,NA,NA,NA,6
7/1/2005,NA,NA,NA,6
7/2/2005,NA,NA,NA,6
7/3/2005,3.84,0.373,3.7,6
7/4/2005,NA,NA,NA,6
7/5/2005,NA,NA,NA,6
7/6/2005,NA,NA,3.9,6
7/7/2005,NA,NA,NA,6
7/8/2005,NA,NA,NA,6
7/9/2005,NA,NA,2.72,6
7/10/2005,NA,NA,NA,6
7/11/2005,NA,NA,NA,6
7/12/2005,NA,NA,5.95,6
7/13/2005,NA,NA,NA,6
7/14/2005,NA,NA,NA,6
7/15/2005,NA,NA,2.11,6
7/16/2005,NA,NA,NA,6
7/17/2005,NA,NA,NA,6
7/18/2005,NA,NA,6.4,6
7/19/2005,NA,NA,NA,6
7/20/2005,NA,NA,NA,6
7/21/2005,3.97,0.194,2.67,6
7/22/2005,NA,NA,NA,6
7/23/2005,NA,NA,NA,6
7/24/2005,NA,NA,NA,6
7/25/2005,NA,NA,NA,6
7/26/2005,NA,NA,2.68,6
7/27/2005,10.9,0.203,NA,6
7/28/2005,NA,NA,NA,6
7/29/2005,NA,NA,1.14,6
7/30/2005,NA,NA,NA,6
7/31/2005,NA,NA,NA,6
8/1/2005,NA,NA,2.66,6
8/2/2005,4.49,0.389,NA,6
8/3/2005,NA,NA,NA,6
8/4/2005,NA,NA,11.2,6
8/5/2005,NA,NA,NA,6
8/6/2005,NA,NA,NA,6
8/7/2005,NA,NA,3.07,6
8/8/2005,9.34,0.143,NA,6
8/9/2005,NA,NA,NA,6
8/10/2005,NA,NA,8.2,6
8/11/2005,NA,NA,NA,6
8/12/2005,NA,NA,NA,6
8/13/2005,NA,NA,8.96,6
8/14/2005,9.81,0.222,NA,6
8/15/2005,NA,NA,NA,6
8/16/2005,NA,NA,2.53,6
8/17/2005,NA,NA,NA,6
8/18/2005,NA,NA,NA,6
8/19/2005,NA,NA,2.22,6
8/20/2005,5.64,0.193,NA,6
8/21/2005,NA,NA,NA,6
8/22/2005,NA,NA,1.51,6
8/23/2005,NA,NA,NA,6
8/24/2005,NA,NA,NA,6
8/25/2005,NA,NA,2.8,6
8/26/2005,6.22,0.298,NA,6
8/27/2005,NA,NA,NA,6
8/28/2005,NA,NA,1.49,6
8/29/2005,NA,NA,NA,6
8/30/2005,NA,NA,NA,6
8/31/2005,NA,NA,4.84,6
9/1/2005,NA,NA,NA,6
9/2/2005,NA,NA,NA,6
9/3/2005,NA,NA,3.23,6
9/4/2005,NA,NA,NA,6
9/5/2005,NA,NA,NA,6
9/6/2005,NA,NA,3.19,6
9/7/2005,2.03,0.344,NA,6
9/8/2005,NA,NA,NA,6
9/9/2005,NA,NA,,6
9/10/2005,NA,NA,0.811,6
9/11/2005,NA,NA,NA,6
9/12/2005,NA,NA,NA,6
9/13/2005,11,0.194,3.9,6
9/14/2005,NA,NA,NA,6
9/15/2005,NA,NA,NA,6
9/16/2005,NA,NA,0.901,6
9/17/2005,NA,NA,NA,6
9/18/2005,NA,NA,NA,6
9/19/2005,12,0.165,2.02,6
9/20/2005,NA,NA,NA,6
9/21/2005,NA,NA,NA,6
9/22/2005,NA,NA,0.862,6
9/23/2005,NA,NA,NA,6
9/24/2005,NA,NA,NA,6
9/25/2005,4.94,0.144,0.827,6
9/26/2005,NA,NA,NA,6
9/27/2005,NA,NA,NA,6
9/28/2005,NA,NA,0.758,6
9/29/2005,NA,NA,NA,6
9/30/2005,NA,NA,NA,6
10/1/2005,NA,NA,0.735,6
10/2/2005,NA,NA,NA,6
10/3/2005,NA,NA,NA,6
10/4/2005,NA,NA,0.454,6
10/5/2005,NA,NA,NA,6
10/6/2005,NA,NA,NA,6
10/7/2005,3.94,0.129,0.394,6
10/8/2005,NA,NA,NA,6
10/9/2005,NA,NA,NA,6
10/10/2005,NA,NA,0.813,6
10/11/2005,NA,NA,NA,6
10/12/2005,NA,NA,NA,6
10/13/2005,10.8,0.559,0.916,6
10/14/2005,NA,NA,NA,6
10/15/2005,NA,NA,NA,6
10/16/2005,NA,NA,0.772,6
10/17/2005,NA,NA,NA,6
10/18/2005,NA,NA,NA,6
10/19/2005,6.29,0.367,0.619,6
10/20/2005,NA,NA,NA,6
10/21/2005,NA,NA,NA,6
10/22/2005,NA,NA,0.794,6
10/23/2005,NA,NA,NA,6
10/24/2005,NA,NA,NA,6
10/25/2005,1.57,0.306,0.413,6
10/26/2005,NA,NA,NA,6
10/27/2005,NA,NA,NA,6
10/28/2005,NA,NA,0.706,6
10/29/2005,NA,NA,NA,6
10/30/2005,NA,NA,NA,6
10/31/2005,7.19,0.578,1.24,6
11/1/2005,NA,NA,NA,6
11/2/2005,NA,NA,NA,6
11/3/2005,NA,NA,1,6
11/4/2005,NA,NA,NA,6
11/5/2005,NA,NA,NA,6
11/6/2005,2.62,0.655,0.224,6
11/7/2005,NA,NA,NA,6
11/8/2005,NA,NA,NA,6
11/9/2005,NA,NA,0.386,6
11/10/2005,NA,NA,NA,6
11/11/2005,NA,NA,NA,6
11/12/2005,NA,NA,NA,6
11/13/2005,NA,NA,NA,6
11/14/2005,NA,NA,NA,6
11/15/2005,NA,NA,0.42,6
11/16/2005,NA,NA,NA,6
11/17/2005,NA,NA,NA,6
11/18/2005,1.21,0.143,3.7,6
11/19/2005,NA,NA,NA,6
11/20/2005,NA,NA,NA,6
11/21/2005,NA,NA,3.9,6
11/22/2005,NA,NA,NA,6
11/23/2005,NA,NA,NA,6
11/24/2005,2.72,1.15,2.72,6
11/25/2005,NA,NA,NA,6
11/26/2005,NA,NA,NA,6
11/27/2005,NA,NA,5.95,6
11/28/2005,NA,NA,NA,6
11/29/2005,NA,NA,NA,6
11/30/2005,1.08,0.553,2.11,6
12/1/2005,NA,NA,NA,6
12/2/2005,NA,NA,NA,6
12/3/2005,NA,NA,6.4,6
12/4/2005,NA,NA,NA,6
12/5/2005,NA,NA,NA,6
12/6/2005,3.37,0.512,2.67,6
12/7/2005,NA,NA,NA,6
12/8/2005,NA,NA,NA,6
12/9/2005,NA,NA,NA,6
12/10/2005,NA,NA,NA,6
12/11/2005,NA,NA,2.68,6
12/12/2005,0.755,0.512,NA,6
12/13/2005,NA,NA,NA,6
12/14/2005,NA,NA,1.14,6
12/15/2005,NA,NA,NA,6
12/16/2005,NA,NA,NA,6
12/17/2005,NA,NA,2.66,6
12/18/2005,2.14,0.555,NA,6
12/19/2005,NA,NA,NA,6
12/20/2005,NA,NA,11.2,6
12/21/2005,NA,NA,NA,6
12/22/2005,NA,NA,NA,6
12/23/2005,NA,NA,3.07,6
12/24/2005,2.79,0.846,NA,6
12/25/2005,NA,NA,NA,6
12/26/2005,NA,NA,8.2,6
12/27/2005,NA,NA,NA,6
12/28/2005,NA,NA,NA,6
12/29/2005,NA,NA,8.96,6
12/30/2005,1.26,0.985,NA,6
12/31/2005,NA,NA,NA,6
1/1/2006,NA,NA,2.53,6
1/2/2006,NA,NA,NA,6
1/3/2006,NA,NA,NA,6
1/4/2006,NA,NA,2.22,6
1/5/2006,2.08,0.895,NA,6
1/6/2006,NA,NA,NA,6
1/7/2006,NA,NA,1.51,6
1/8/2006,NA,NA,NA,6
1/9/2006,NA,NA,NA,6
1/10/2006,NA,NA,2.8,6
1/11/2006,3.43,0.661,NA,6
1/12/2006,NA,NA,NA,6
1/13/2006,NA,NA,1.49,6
1/14/2006,NA,NA,NA,6
1/15/2006,NA,NA,NA,6
1/16/2006,NA,NA,4.84,6
1/17/2006,2.27,0.617,NA,6
1/18/2006,NA,NA,NA,6
1/19/2006,NA,NA,3.23,6
1/20/2006,NA,NA,NA,6
1/21/2006,NA,NA,NA,6
1/22/2006,NA,NA,3.19,6
1/23/2006,NA,NA,NA,6
1/24/2006,NA,NA,NA,6
1/25/2006,NA,NA,,6
1/26/2006,NA,NA,0.811,6
1/27/2006,NA,NA,NA,6
1/28/2006,NA,NA,NA,6
1/29/2006,3.27,0.794,3.9,6
1/30/2006,NA,NA,NA,6
1/31/2006,NA,NA,NA,6
2/1/2006,NA,NA,0.901,6
2/2/2006,NA,NA,NA,6
2/3/2006,NA,NA,NA,6
2/4/2006,0.701,0.286,2.02,6
2/5/2006,NA,NA,NA,6
2/6/2006,NA,NA,NA,6
2/7/2006,NA,NA,0.862,6
2/8/2006,NA,NA,NA,6
2/9/2006,NA,NA,NA,6
2/10/2006,2.59,0.963,0.827,6
